Fund Name:,SPDR® MSCI Emerging Markets UCITS ETF,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ISIN:,IE00B469F816,,,,,,,,
Ticker Symbol:,SPYM GY,,,,,,,,
Holdings As Of:,27-Aug-2020,,,,,,,,
,,,,,,,,,
ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent Of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
CNE000000HH6,6798666,Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd. Class B,USD,96480,0.019181,China,0.844,Real Estate,Real Estate Management & Development
KR7084990001,B0P5XC2,Helixmith Co. Ltd.,KRW,1864,0.019118,South Korea,51600.000,Health Care,Biotechnology
CNE100000L63,BD73M39,S.F. Holding Co. Ltd. Class A,CNY,7000,0.019082,China,79.620,Industrials,Air Freight & Logistics
CNE100003G67,BHQK864,Shenzhen Mindray Bio-Medical Electronics Co. Ltd. Class A,CNY,1700,0.019050,China,327.300,Health Care,Health Care Equipment & Supplies
SA0007879469,B132HD1,Saudi Cement Co.,SAR,5533,0.019044,Saudi Arabia,54.800,Materials,Construction Materials
INE465A01025,B0C1DM3,Bharat Forge Ltd,INR,11644,0.018975,India,510.650,Consumer Discretionary,Auto Components
CNE100002VW1,BFYX689,Guangzhou Kingmed Diagnostics Group Co. Ltd. Class A,CNY,5200,0.018924,China,106.290,Health Care,Health Care Providers & Services
KYG5313A1013,BDFZ4G4,Koolearn Technology Holding Limited,HKD,17000,0.018885,China,36.550,Consumer Discretionary,Diversified Consumer Services
KYG211081248,B6WY993,China Medical System Holdings Ltd.,HKD,69000,0.018875,China,9.000,Health Care,Pharmaceuticals
CNE100002XM8,BK947V2,Will Semiconductor Ltd. Class A,CNY,3200,0.018837,China,171.930,Information Technology,Semiconductors & Semiconductor Equipment
INE115A01026,6101026,LIC Housing Finance Ltd,INR,19402,0.018813,India,303.850,Financials,Thrifts & Mortgage Finance
TRAEREGL91G3,B03MS97,Eregli Demir ye celik Fabrikalari T.A.S.,TRY,66329,0.018765,Turkey,8.850,Materials,Metals & Mining
KYG410121084,BD20C13,Greentown Service Group Co. Ltd.,HKD,60000,0.018674,China,10.240,Industrials,Commercial Services & Supplies
KR7008770000,6440332,HOTEL SHILLA CO. LTD.,KRW,1342,0.018646,South Korea,69900.000,Consumer Discretionary,Specialty Retail
QA0001200771,6516556,Qatar Fuel Q.S.C (WOQOD),QAR,15660,0.018577,Qatar,18.340,Energy,Oil Gas & Consumable Fuels
BRCIELACNOR3,B614LY3,Cielo,BRL,94804,0.018542,Brazil,4.650,Information Technology,It Services
KYG9222R1065,B29MKF5,Uni-President China Holdings Ltd.,HKD,84000,0.018535,China,7.260,Consumer Staples,Food Products
CNE1000010N2,BD5CMH2,Wuhu Sanqi Interactive Entertainment Network Technology Group Co. Ltd. Class A,CNY,11800,0.018499,China,45.790,Communication Services,Entertainment
CNE000000CK1,BP3R2S4,Haitong Securities Co. Ltd. Class A,CNY,36700,0.018471,China,14.700,Financials,Capital Markets
CNE100001YW7,BD5CP17,Lens Technology Co. Ltd. Class A,CNY,15600,0.018245,China,34.160,Information Technology,Electronic Equipment Instruments & Components
SA1330R2TQ16,B7J4PX9,Saudi Airlines Catering Co.,SAR,3620,0.018212,Saudi Arabia,80.100,Consumer Discretionary,Hotels Restaurants & Leisure
HK0000311099,BYNGG26,China Resources Pharmaceutical Group Ltd.,HKD,134500,0.018191,China,4.450,Health Care,Pharmaceuticals
KYG3825B1059,BD9Q2J2,Genscript Biotech Corporation,HKD,40000,0.018188,China,14.960,Health Care,Life Sciences Tools & Services
SA1210540914,B2RLCR0,Bupa Arabia for Cooperative Insurance Co.,SAR,2340,0.018136,Saudi Arabia,123.400,Financials,Insurance
CNE100000ML7,BD5LYF1,NAURA Technology Group Co Ltd Class A,CNY,2800,0.018119,China,189.000,Information Technology,Electronic Equipment Instruments & Components
INE545U01014,BG1SV45,Bandhan Bank Ltd.,INR,18264,0.018118,India,310.850,Financials,Banks
CNE000000XM3,BD5CP84,Henan Shuanghui Investment & Development Co. Ltd. Class A,CNY,8900,0.018106,China,59.420,Consumer Staples,Food Products
TW0002603008,6324500,Evergreen Marine Corp. (Taiwan) Ltd.,TWD,138004,0.017998,Taiwan,16.250,Industrials,Marine
CNE100000N61,BD5CMP0,Beijing Dbn Technology Group Co. Ltd. Class A,CNY,46000,0.017907,China,11.370,Consumer Staples,Food Products
BMG8086V1467,BJVBTY1,Shenzhen International Holdings Limited,HKD,46313,0.017877,China,12.700,Industrials,Transportation Infrastructure
PLTLKPL00017,5552551,Orange Polska S.A.,PLN,38610,0.017823,Poland,7.335,Communication Services,Diversified Telecommunication Services
CLP371151059,2297628,Empresa Nacional de Telecomunicaciones S.A.,CLP,12000,0.017784,Chile,4948.900,Communication Services,Wireless Telecommunication Services
ZAE000269890,BK9S758,Momentum Metropolitan Holdings Limited,ZAR,79224,0.017512,South Africa,15.960,Financials,Insurance
KR7011070000,B39Z8G8,LG Innotek Co. Ltd,KRW,601,0.017501,South Korea,146500.000,Information Technology,Electronic Equipment Instruments & Components
HK0000077468,B63DLB5,Far East Horizon Limited,HKD,86000,0.017461,China,6.680,Financials,Diversified Financial Services
KYG5257K1076,B1HHFV6,Kingboard Laminates Holdings Limited,HKD,70500,0.017421,China,8.130,Information Technology,Electronic Equipment Instruments & Components
ID1000074008,6404242,PT Hanjaya Mandala Sampoerna Tbk,IDR,641400,0.017365,Indonesia,1685.000,Consumer Staples,Tobacco
CNE000001LJ2,BP3R637,Huadian Power International Corp. Ltd. Class A,CNY,125700,0.017301,China,4.020,Utilities,Independent Power And Renewable Electricity Producers
ID1000085707,6070706,PT Barito Pacific Tbk,IDR,1202665,0.017295,Indonesia,895.000,Materials,Chemicals
TW0008464009,BSZLN15,Nien Made Enterprise Co. Ltd.,TWD,6000,0.017143,Taiwan,356.000,Consumer Discretionary,Household Durables
CNE0000016J9,BP3R3S1,Wanhua Chemical Group Co. Ltd. Class A,CNY,7100,0.017099,China,70.340,Materials,Chemicals
CNE1000008S5,BD5CQ58,Xinjiang Goldwind Science & Technology Co. Ltd. Class A,CNY,44900,0.017033,China,11.080,Industrials,Electrical Equipment
CNE000000C66,BP3RCN9,Shanghai Baosight Software Co. Ltd. Class A,CNY,7000,0.016999,China,70.930,Information Technology,Software
CNE100001TR7,BWGCFG4,Fuyao Glass Industry Group Co. Ltd. Class H,HKD,22000,0.016984,China,25.400,Consumer Discretionary,Auto Components
CNE100003449,BFY8H58,BGI Genomics Co. Ltd. Class A,CNY,3400,0.016963,China,145.720,Health Care,Biotechnology
CNE100002GC4,BYW5N89,Autobio Diagnostics Co. Ltd. Class A,CNY,3100,0.016908,China,159.300,Health Care,Health Care Equipment & Supplies
CNE000000JW1,BP3R518,AECC Aviation Power Co Ltd Class A,CNY,11800,0.016883,China,41.790,Industrials,Aerospace & Defense
PHY6028G1361,6514442,Metropolitan Bank & Trust Co.,PHP,101214,0.016863,Philippines,34.400,Financials,Banks
CNE100001V60,BZ0D285,Shanghai M&G Stationery Inc.,CNY,6900,0.016837,China,71.270,Industrials,Commercial Services & Supplies
MYL3336OO004,6455217,IJM Corp. Bhd.,MYR,240100,0.016672,Malaysia,1.230,Industrials,Construction & Engineering
US65487X1028,B5MDP39,Noah Holdings Ltd. Sponsored ADR Class A,USD,2600,0.016585,China,27.080,Financials,Capital Markets
CNE100001TH8,BTFRHZ2,Jiangsu King's Luck Brewery Joint-stock Co. Ltd. Class A,CNY,9600,0.016562,China,50.390,Consumer Staples,Beverages
KYG2743Y1061,BYQ9796,Dali Foods Group Co. Ltd.,HKD,114000,0.016528,China,4.770,Consumer Staples,Food Products
CNE100002367,BYNK383,China Huarong Asset Management Co Ltd Class H,HKD,596000,0.016484,China,0.910,Financials,Capital Markets
TW0002542008,6154075,Highwealth Construction Corp.,TWD,45000,0.016433,Taiwan,45.500,Real Estate,Real Estate Management & Development
CNE000001GD5,BP3R6B5,Hundsun Technologies Inc. Class A,CNY,4420,0.016427,China,108.550,Information Technology,Software
SA0007879055,B12LZQ8,Bank Aljazira,SAR,20178,0.016425,Saudi Arabia,12.960,Financials,Banks
SA0007879170,B136MP0,National Industrialization Co.,SAR,21812,0.016412,Saudi Arabia,11.980,Materials,Chemicals
BRCRFBACNOR2,BF7LBH4,Atacadao SA,BRL,20000,0.016320,Brazil,19.400,Consumer Staples,Food & Staples Retailing
KYG2119Z1090,BJGS0Q6,China Aoyuan Group Limited,HKD,59000,0.016318,China,9.100,Real Estate,Real Estate Management & Development
CNE000000RB8,BP3R4H7,TBEA Co Ltd. Class A,CNY,58400,0.016276,China,8.140,Industrials,Electrical Equipment
CNE1000012B3,B4Q4CJ6,Shanghai Pharmaceuticals Holding Co. Ltd. Class H,HKD,39100,0.016257,China,13.680,Health Care,Health Care Providers & Services
CNE100000734,BP3R2W8,Bank of Beijing Co. Ltd. Class A,CNY,97212,0.016176,China,4.860,Financials,Banks
INE127D01025,BG0R3M5,HDFC Asset Management Co. Ltd.,INR,2023,0.016131,India,2498.650,Financials,Capital Markets
CNE100002BZ6,BD6V5C4,Asymchem Laboratories (Tianjin) Co. Ltd. Class A,CNY,1800,0.016105,China,261.330,Health Care,Pharmaceuticals
INE318A01026,B0JJV59,Pidilite Industries Limited,INR,3415,0.016017,India,1469.750,Materials,Chemicals
CNE000000933,BD5CN68,Shenzhen Energy Group Co. Ltd. Class A,CNY,82320,0.016009,China,5.680,Utilities,Independent Power And Renewable Electricity Producers
CNE000001M14,BD5CL75,Unigroup Guoxin Microelectronics Co. Ltd. Class A,CNY,3700,0.016009,China,126.370,Information Technology,Semiconductors & Semiconductor Equipment
CNE000001N05,BP3R239,Bank of China Limited Class A,CNY,142300,0.015980,China,3.280,Financials,Banks
CNE1000005P7,BD5CP06,Bank of Ningbo Co. Ltd. Class A,CNY,13500,0.015974,China,34.560,Financials,Banks
CNE100002FM5,BD8P9J9,Bank of Shanghai Co. Ltd. Class A,CNY,56700,0.015957,China,8.220,Financials,Banks
CNE1000008F2,BP3R6D7,COSCO SHIPPING Development Co. Ltd. Class A,CNY,221600,0.015933,China,2.100,Industrials,Trading Companies & Distributors
KR7069960003,6568610,Hyundai Department Store Co. Ltd,KRW,1444,0.015672,South Korea,54600.000,Consumer Discretionary,Multiline Retail
CNE000000CG9,BP3R3G9,Haier Smart Home Co. Ltd. Class A,CNY,20200,0.015610,China,22.570,Consumer Discretionary,Household Durables
HK0004000045,6435576,Wharf (Holdings) Ltd.,HKD,34000,0.015583,China,15.080,Real Estate,Real Estate Management & Development
MXP461181085,2393452,Grupo Carso SAB de CV Class A1,MXN,32371,0.015581,Mexico,45.050,Industrials,Industrial Conglomerates
CNE000001F21,BP3R7Z6,Zhangzhou Pientzehuang Pharmaceutical Co. Ltd. Class A,CNY,2000,0.015510,China,226.500,Health Care,Pharmaceuticals
CNE000001GL8,BD5CP28,TCL Technology Group Corporation Class A,CNY,68100,0.015505,China,6.650,Consumer Discretionary,Household Durables
CNE1000002G3,B1HVJ16,China Communications Services Corp. Ltd. Class H,HKD,100000,0.015440,China,5.080,Industrials,Construction & Engineering
CNE100000B24,BP3R400,Zijin Mining Group Co. Ltd. Class A,CNY,69500,0.015419,China,6.480,Materials,Metals & Mining
INE726G01019,BYXL8H0,ICICI Prudential Life Insurance Co. Ltd.,INR,10721,0.015363,India,449.050,Financials,Insurance
CNE100002508,BD5CPT5,Wen's Foodstuff Group Co. Ltd. Class A,CNY,19080,0.015352,China,23.500,Consumer Staples,Food Products
ID1000111602,6719764,PT Perusahaan Gas Negara Tbk Class B,IDR,723700,0.015291,Indonesia,1315.000,Utilities,Gas Utilities
CNE100000866,BP3R3D6,China Railway Group Limited Class A,CNY,82300,0.015216,China,5.400,Industrials,Construction & Engineering
PLLOTOS00025,B0B8Z41,Grupa LOTOS S.A.,PLN,5663,0.015179,Poland,42.590,Energy,Oil Gas & Consumable Fuels
CNE1000004Q8,6109893,Yanzhou Coal Mining Co. Ltd. Class H,HKD,82600,0.015138,China,6.030,Energy,Oil Gas & Consumable Fuels
CNE100002WP3,BF2DZL7,Nanjing King-friend Biochemical Pharmaceutical Co. Ltd. Class A,CNY,8580,0.015073,China,51.310,Health Care,Pharmaceuticals
BMG2442N1048,6354251,COSCO SHIPPING Ports Limited,HKD,116911,0.015066,China,4.240,Industrials,Transportation Infrastructure
TW0002356003,6459930,Inventec Corporation,TWD,82000,0.015038,Taiwan,22.850,Information Technology,Technology Hardware Storage & Peripherals
SA000A0KDVM8,B19NK95,Emaar The Economic City,SAR,29546,0.014976,Saudi Arabia,8.070,Real Estate,Real Estate Management & Development
CNE100000JG3,BD5CN46,Hithink RoyalFlush Information Network Co. Ltd. Class A,CNY,2800,0.014926,China,155.700,Financials,Capital Markets
CNE100001FB0,BD760X4,Shandong Sinocera Functional Material Co. Ltd. Class A,CNY,10800,0.014887,China,40.260,Materials,Chemicals
GRS282183003,7243530,Jumbo S.A.,EUR,3637,0.014838,Greece,14.690,Consumer Discretionary,Specialty Retail
CNE100002PC5,BFCCR07,Yealink Network Technology Co. Ltd. Class A,CNY,7650,0.014838,China,56.650,Information Technology,Communications Equipment
CNE100002995,BFY8H03,Jafron Biomedical Co. Ltd. Class A,CNY,5890,0.014747,China,73.130,Health Care,Health Care Equipment & Supplies
TW0002353000,6005850,Acer Incorporated,TWD,79000,0.014678,Taiwan,23.150,Information Technology,Technology Hardware Storage & Peripherals
KYG2121R1039,BYP71J9,China Literature Ltd.,HKD,10000,0.014665,China,48.250,Communication Services,Media
CNE000000J93,BP3R8W0,China Aerospace Times Electronics Co. Ltd. Class A,CNY,56947,0.014662,China,7.520,Industrials,Aerospace & Defense
CNE000000TR0,BP3R5X0,China Eastern Airlines Corporation Limited Class A,CNY,86300,0.014537,China,4.920,Industrials,Airlines
CNE000001FR7,BP3R5D0,Shandong Gold Mining Co. Ltd. Class A,CNY,14784,0.014517,China,28.680,Materials,Metals & Mining
CNE1000004R6,B1H5082,Zhaojin Mining Industry Co. Ltd. Class H,HKD,53000,0.014466,China,8.980,Materials,Metals & Mining
KR7004170007,6805049,Shinsegae Co. Ltd,KRW,362,0.014427,South Korea,200500.000,Consumer Discretionary,Multiline Retail
CNE100000PH8,BD5CK01,Glodon Company Limited Class A,CNY,5900,0.014383,China,71.200,Information Technology,Software
INE463A01038,BV8TBJ1,Berger Paints India Limited,INR,8000,0.014367,India,562.750,Materials,Chemicals
CNE0000001D4,BD5CPN9,Gree Electric Appliances Inc. of Zhuhai Class A,CNY,7900,0.014319,China,52.940,Consumer Discretionary,Household Durables
HK0000218211,BRB3857,Hua Hong Semiconductor Ltd.,HKD,17000,0.014312,China,27.700,Information Technology,Semiconductors & Semiconductor Equipment
CNE100000569,B19H8Y8,Guangzhou R&F Properties Co. Ltd. Class H,HKD,48000,0.014297,China,9.800,Real Estate,Real Estate Management & Development
CNE100000650,BD5CLH5,GRG Banking Equipment Co. Ltd. Class A,CNY,29900,0.014199,China,13.870,Information Technology,Technology Hardware Storage & Peripherals
CNE000000WL7,BP3R6L5,Xiamen C&D Inc. Class A,CNY,42400,0.014154,China,9.750,Industrials,Trading Companies & Distributors
CNE0000019X4,BP3R1Q5,Chinese Universe Publishing & Media Group Co. Ltd. Class A,CNY,31500,0.014150,China,13.120,Communication Services,Media
TH0150010R11,6361466,Krung Thai Bank Public Co. Ltd. NVDR,THB,193600,0.014091,Thailand,9.650,Financials,Banks
CNE0000018G1,BP3R240,China Petroleum & Chemical Corporation Class A,CNY,102000,0.014074,China,4.030,Energy,Oil Gas & Consumable Fuels
US9842451000,2985945,YPF SA Sponsored ADR Class D,USD,11100,0.014067,Argentina,5.380,Energy,Oil Gas & Consumable Fuels
CNE100002FK9,BD4GT29,Guotai Junan Securities Co. Ltd. Class H,HKD,36800,0.013959,China,12.480,Financials,Capital Markets
CNE0000008X7,BD5CP95,Yunnan Baiyao Group Co. Ltd. Class A,CNY,3800,0.013906,China,106.880,Health Care,Pharmaceuticals
CLP249051044,2196189,Compania Cervecerias Unidas S.A.,CLP,8678,0.013903,Chile,5350.000,Consumer Staples,Beverages
CNE1000030S9,BHWLWF8,GigaDevice Semiconductor (Beijing) Inc. Class A,CNY,2100,0.013869,China,192.890,Information Technology,Semiconductors & Semiconductor Equipment
CNE000001ND1,BP3R336,Poly Developments & Holdings Group Co. Ltd. Class A,CNY,25000,0.013866,China,16.200,Real Estate,Real Estate Management & Development
CNE100000W94,BD5CCF0,Shenzhen Sunway Communication Co. Ltd. Class A,CNY,6400,0.013805,China,63.000,Information Technology,Communications Equipment
CNE1000022F3,BYQDMZ9,Guotai Junan Securities Co. Ltd. Class A,CNY,20900,0.013796,China,19.280,Financials,Capital Markets
CNE100001TW7,BZ0D207,Dawning Information Industry Co. Ltd. Class A,CNY,8960,0.013688,China,44.620,Information Technology,Technology Hardware Storage & Peripherals
CNE000000TL3,BP3RCZ1,Chongqing Brewery Co.Ltd Class A,CNY,4500,0.013643,China,88.550,Consumer Staples,Beverages
BRIRBRACNOR4,BYZ6D56,IRB Brasil Resseguros SA,BRL,42565,0.013642,Brazil,7.620,Financials,Insurance
CNE000000KB3,BP3R3R0,Sanan Optoelectronics Co. Ltd. Class A,CNY,14600,0.013602,China,27.210,Information Technology,Semiconductors & Semiconductor Equipment
CNE000000RM5,BD5CMK5,AECC Aero-engine Control Co. Ltd. Class A,CNY,18800,0.013601,China,21.130,Industrials,Aerospace & Defense
CNE100000HB8,BD5CPF1,Jiangsu Yanghe Brewery Joint-Stock Co. Ltd. Class A,CNY,3000,0.013562,China,132.040,Consumer Staples,Beverages
CNE1000033T1,BHQPS70,Sangfor Technologies Inc. Class A,CNY,1800,0.013509,China,219.200,Information Technology,Software
HK0000056256,6971779,China Traditional Chinese Medicine Holdings Co. Ltd.,HKD,132000,0.013480,China,3.360,Health Care,Pharmaceuticals
CNE100000V46,BD5CMN8,Shenzhen Inovance Technology Co. Ltd Class A,CNY,6700,0.013465,China,58.700,Industrials,Machinery
CNE1000002T6,6013693,China Southern Airlines Company Limited Class H,HKD,110000,0.013407,China,4.010,Industrials,Airlines
BMG3978C1249,B01Z8S7,GOME Retail Holdings Limited,HKD,382934,0.013385,China,1.150,Consumer Discretionary,Specialty Retail
CNE000001G38,BP3R444,NARI Technology Co. Ltd. Class A,CNY,17300,0.013333,China,22.510,Industrials,Electrical Equipment
CNE000000073,BD5CKX4,Jinke Property Group Co. Ltd Class A,CNY,37300,0.013294,China,10.410,Real Estate,Real Estate Management & Development
KR7030000004,6093231,Cheil Worldwide Inc.,KRW,3754,0.013282,South Korea,17800.000,Communication Services,Media
CNE100002G84,BYW5QT1,Shenzhen Goodix Technology Co. Ltd. Class A,CNY,2100,0.013263,China,184.470,Information Technology,Semiconductors & Semiconductor Equipment
PHY4466S1007,6474494,Jollibee Foods Corp.,PHP,19740,0.013261,Philippines,138.700,Consumer Discretionary,Hotels Restaurants & Leisure
CNE100001JZ1,BD5CHY4,Hefei Meyer Optoelectronic Technology Inc. Class A,CNY,7000,0.013237,China,55.230,Industrials,Machinery
INE121J01017,B92P9G4,Bharti Infratel Ltd.,INR,20694,0.013198,India,199.850,Communication Services,Diversified Telecommunication Services
CNE1000023M7,BYZW440,Zhejiang Dingli Machinery Co. Ltd. Class A,CNY,3680,0.013167,China,104.500,Industrials,Machinery
CNE100003373,BFY8GV7,Shennan Circuit Co. Ltd. Class A,CNY,2800,0.013160,China,137.270,Information Technology,Electronic Equipment Instruments & Components
CNE100000HP8,BD5CJ60,Guangdong Haid Group Co. Limited Class A,CNY,5500,0.013127,China,69.710,Consumer Staples,Food Products
CNE100001M79,B8XBQ96,Shanghai Fosun Pharmaceutical (Group) Co. Ltd. Class H,HKD,13000,0.013098,China,33.150,Health Care,Pharmaceuticals
KR7047810007,B3N3363,Korea Aerospace Industries Ltd.,KRW,2953,0.013089,South Korea,22300.000,Industrials,Aerospace & Defense
CNE000000RL7,BD5CKJ0,China Greatwall Technology Group Co Ltd Class A,CNY,21500,0.013066,China,17.750,Information Technology,Technology Hardware Storage & Peripherals
CNE1000011H2,BS7K3D2,Changzhou Xingyu Automotive Lighting Systems Co. Ltd Class A,CNY,2300,0.013056,China,165.800,Consumer Discretionary,Auto Components
CNE1000034T9,BFY8H81,Weihai Guangwei Composites Co. Ltd. Class A,CNY,4902,0.012960,China,77.220,Materials,Chemicals
CNE100002GK7,BYZQW37,G-Bits Network Technology (Xiamen) Co. Ltd. Class A,CNY,600,0.012932,China,629.530,Communication Services,Entertainment
PHY731961264,6744722,Robinsons Land Corp.,PHP,179900,0.012930,Philippines,14.840,Real Estate,Real Estate Management & Development
CNE000000MH6,BF2DZ39,AVIC Shenyang Aircraft Co. Ltd. Class A,CNY,6500,0.012885,China,57.900,Industrials,Aerospace & Defense
CNE000000XL5,BP3RC39,Shengyi Technology Co. Ltd. Class A,CNY,15100,0.012775,China,24.710,Information Technology,Electronic Equipment Instruments & Components
CNE100002RT5,BFF1YN3,Juewei Food Co. Ltd. Class A,CNY,4100,0.012676,China,90.300,Consumer Staples,Food Products
CNE000000RF9,BD5CPB7,AVIC Aircraft Co. Ltd. Class A,CNY,15300,0.012672,China,24.190,Industrials,Aerospace & Defense
CNE000000M72,BK4PZC7,Wingtech Technology Co. Ltd. Class A,CNY,2700,0.012655,China,136.900,Information Technology,Electronic Equipment Instruments & Components
TH6488010R19,BWX43V4,Global Power Synergy Public Company Ltd NVDR,THB,25400,0.012596,Thailand,65.750,Utilities,Independent Power And Renewable Electricity Producers
CNE1000002P4,6560995,China Oilfield Services Limited Class H,HKD,66000,0.012537,China,6.250,Energy,Energy Equipment & Services
CNE1000000B8,BD5CMT4,Tianjin Zhonghuan Semiconductor Co. Ltd. Class A,CNY,17000,0.012502,China,21.480,Information Technology,Semiconductors & Semiconductor Equipment
CNE100000SL4,BP3R2P1,China Everbright Bank Co. Ltd. Class A,CNY,95300,0.012497,China,3.830,Financials,Banks
MYL5014OO005,6188193,Malaysia Airports Holdings Bhd.,MYR,42000,0.012448,Malaysia,5.250,Industrials,Transportation Infrastructure
CNE000001M22,BD5CDC4,Zhejiang Sanhua Intelligent Controls Co. Ltd. Class A,CNY,16250,0.012435,China,22.350,Industrials,Machinery
CNE100000LQ8,BP3R3B4,Huatai Securities Co. Ltd. Class A,CNY,17300,0.012421,China,20.970,Financials,Capital Markets
CNE1000015L5,BD5LQY4,Lingyi iTech (Guangdong) Company Class A,CNY,30900,0.012399,China,11.720,Information Technology,Electronic Equipment Instruments & Components
KYG4232C1087,B1L2RC2,Haitian International Holdings Limited,HKD,21000,0.012293,China,19.260,Industrials,Machinery
CNE100000CS3,BD5CFP1,Beijing Oriental Yuhong Waterproof Technology Co. Ltd. Class A,CNY,6400,0.012249,China,55.900,Materials,Construction Materials
CNE1000010F8,BP3R7B2,Inner Mongolia Junzheng Energy & Chemical Group Co. Ltd. Class A,CNY,37600,0.011985,China,9.310,Materials,Chemicals
ZAE000005443,6688068,Pick N Pay Stores Limited,ZAR,19565,0.011939,South Africa,44.060,Consumer Staples,Food & Staples Retailing
CNE100001TS5,BYYFJV2,Yifeng Pharmacy Chain Co Ltd Class A,CNY,3640,0.011914,China,95.600,Consumer Staples,Food & Staples Retailing
CNE100000FX6,BP3R4K0,Metallurgical Corporation of China Ltd. Class A,CNY,124600,0.011902,China,2.790,Industrials,Construction & Engineering
CNE100000RJ0,BP3R228,Agricultural Bank of China Limited Class A,CNY,107200,0.011818,China,3.220,Financials,Banks
KYG126521064,B24FZ32,Bosideng International Holdings Limited,HKD,172000,0.011815,China,2.260,Consumer Discretionary,Textiles Apparel & Luxury Goods
CNE000000DD4,BP3R9K5,Maanshan Iron & Steel Co. Ltd. Class A,CNY,122200,0.011799,China,2.820,Materials,Metals & Mining
Unassigned,Unassigned,HKD:CNY 20200826,HKD,387950,0.011791,Hong Kong,1.000,Unassigned,Unassigned
PLPGER000010,B544PW9,PGE Polska Grupa Energetyczna S.A.,PLN,29491,0.011778,Poland,6.346,Utilities,Electric Utilities
MYL4677OO000,6436126,YTL Corp Bhd.,MYR,294711,0.011729,Malaysia,0.705,Utilities,Multi-Utilities
INE271C01023,B1YLCV0,DLF Limited,INR,20842,0.011703,India,175.950,Real Estate,Real Estate Management & Development
COB07PA00078,BJ62K57,Bancolombia S.A.,COP,7092,0.011683,Colombia,26720.000,Financials,Banks
CNE100000D55,BP3R3T2,Shanghai Electric Group Company Limited Class A,CNY,62000,0.011654,China,5.490,Industrials,Electrical Equipment
BRHAPVACNOR4,BF4J7N9,Hapvida Participacoes e Investimentos SA,BRL,4404,0.011625,Brazil,62.760,Health Care,Health Care Providers & Services
SA120GAH5617,B2PF1B1,Rabigh Refining & Petrochemical Co.,SAR,13897,0.011556,Saudi Arabia,13.240,Energy,Oil Gas & Consumable Fuels
KR7035760008,6199753,CJ ENM Co. Ltd.,KRW,491,0.011516,South Korea,118000.000,Consumer Discretionary,Internet & Direct Marketing Retail
KYG2163M1033,BF13433,China Education Group Holdings Limited,HKD,24000,0.011511,China,15.780,Consumer Discretionary,Diversified Consumer Services
CNE000000XH3,BD5C9L5,Beijing Shunxin Agriculture Co. Ltd. Class A,CNY,4700,0.011459,China,71.210,Consumer Staples,Beverages
CNE0000012M2,BD5CLB9,Inspur Electronic Information Industry Co. Ltd. Class A,CNY,9408,0.011412,China,35.430,Information Technology,Technology Hardware Storage & Peripherals
KR7042660001,6211732,Daewoo Shipbuilding & Marine Engineering Co. Ltd,KRW,2558,0.011389,South Korea,22400.000,Industrials,Machinery
KR7023530009,B0WGPZ5,Lotte Shopping Co. Ltd,KRW,754,0.011375,South Korea,75900.000,Consumer Discretionary,Multiline Retail
CNE100001TJ4,BTF8BT7,BAIC Motor Corporation Limited Class H,HKD,97500,0.011291,China,3.810,Consumer Discretionary,Automobiles
CNE1000006H2,BD5LZ81,Jiangxi Zhengbang Technology Co. Ltd. Class A,CNY,13500,0.011241,China,24.320,Consumer Staples,Food Products
CNE000001BD6,BP3R9Y9,COSCO SHIPPING Energy Transportation Co. Ltd. Class A,CNY,41900,0.011161,China,7.780,Energy,Oil Gas & Consumable Fuels
GRS426003000,5996234,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,EUR,3476,0.011159,Greece,11.560,Energy,Oil Gas & Consumable Fuels
KR7003490000,6496766,Korean Air Lines Co. Ltd,KRW,3159,0.011146,South Korea,17750.000,Industrials,Airlines
CNE100002BF8,BZ3F6M0,Seazen Holdings Co.Ltd. Class A,CNY,9100,0.011126,China,35.710,Real Estate,Real Estate Management & Development
CNE000000SK7,6019011,Inner Mongolia Yitai Coal Company Limited Class B,USD,65200,0.011012,China,0.717,Energy,Oil Gas & Consumable Fuels
CNE000001BB0,BP3R949,China National Software & Service Company Limited Class A,CNY,3200,0.011007,China,100.460,Information Technology,Software
KR7001450006,B01LXY6,Hyundai Marine & Fire Insurance Co. Ltd.,KRW,2457,0.010989,South Korea,22500.000,Financials,Insurance
BRMULTACNOR5,B23DZG0,Multiplan Empreendimentos Imobiliarios SA,BRL,12000,0.010852,Brazil,21.500,Real Estate,Real Estate Management & Development
CNE000001GS3,BP3RCK6,Tongwei Co. Ltd. Class A,CNY,13600,0.010803,China,23.200,Consumer Staples,Food Products
CNE100000T24,BD5CM72,Guangzhou Haige Communications Group Incorporated Company Class A,CNY,23900,0.010720,China,13.100,Information Technology,Communications Equipment
INE111A01025,BG0ZVG9,Container Corporation of India Limited,INR,8490,0.010709,India,395.250,Industrials,Road & Rail
CNE000000JP5,BP3R2V7,Inner Mongolia Yili Industrial Group Co. Ltd. Class A,CNY,8468,0.010698,China,36.900,Consumer Staples,Food Products
